Nome,Totale
ANTONIO GABRIELE,3
ANTONIO MARIO,3
ANTONIO NICOLA,3
ANTONIO PASQUALE,3
ANTONIO VINCENZO,3
APOLLONIA,3
ARBEN,3
ARIANA,3
ARIEL,3
ARISTIDE,3
ARRIGO,3
ARTAN,3
ARTUR,3
ASHOK KUMAR,3
ASTOU,3
ASYA,3
BAJRANG,3
BARBARA MARIA,3
BEATA,3
BEN,3
BENITA,3
BENVENUTO,3
BERNARDETTA,3
BERNARDINO,3
BLANDINA,3
BLEDAR,3
BRIZIO ANTONIO,3
BRUNELLA,3
CAMELIA,3
CAMIL,3
CARLO EMANUELE,3
CARLO FRANCESCO,3
CARLO MICHELE,3
CARMELITA,3
CATERINA MARIA,3
CECILIA MARIA,3
CESARE ANTONIO,3
CHEIKH AHMADOU BAMBA,3
CHIARANGELA,3
CHRISTINA,3
CLIZIA,3
CLODOMIRO,3
CORINA,3
CORRADO ALFREDO,3
COSIMO ALESSANDRO,3
COSIMO MARIO,3
CRISTOFORO,3
CROCEFISSA,3
DALIA,3
DANIELA ANNA,3
DAVIDE MARIA,3
DAVIDE SALVATORE,3
DOMENICA MARIA,3
DOMINIQUE,3
DONATO ANTONIO,3
DONIKA,3
DOUGLAS,3
DYANA,3
EDOARDO ANTONIO,3
EGLANTINA,3
ELENIA,3
ELISEO,3
ELZBIETA,3
EMANUELE ANTONIO,3
EMMA MARIA,3
EMMANUEL,3
ENTELA,3
ERASMO,3
ERION,3
ERMENEGILDO,3
ERMINIO,3
ESPEDITO,3
ETLEVA,3
EUFRASIA,3
EWA,3
FABIO FRANCESCO,3
FABIO MASSIMO,3
FABRIZIO MARIA,3
FANNY,3
FATBARDHA,3
FATOUMATA,3
FEDERICO MARIA,3
FILIPPO ANTONIO,3
FILOMENO,3
FIORAVANTE,3
FIORE,3
FIORENTINA,3
FORTUNA,3
FOUZIA,3
FRANCA MARIA,3
FRANCESCA CHIARA,3
FRANCESCO ORONZO,3
FRANCESCOMARIA,3
FRANCO ANTONIO,3
GENTIAN,3
GEREMIA,3
GIAMBATTISTA,3
GIAN LUIGI,3
GIANCARLA,3
GIANFRANCO MARIA,3
GIANGAETANO,3
GIANLUIGI ANTONIO,3
GIONA,3
GIORGIA MARIA,3
GIORGIA PIA,3
GIORGIO ANTONIO,3
GIOVANBATTISTA,3
GIOVANNI MARCO,3
GIULIA ANNA,3
GIULIO CESARE,3
GIULIO MARIA,3
GIUSEPPA CARMELA,3
GIUSEPPA FRANCESCA,3
GIUSEPPE FRANCESCO,3
GIUSEPPE GIOVANNI,3
GIUSEPPE LUIGI,3
GIUSEPPE PAOLO,3
GIUSEPPINA MARIA,3
GIUSTINO,3
GRACE,3
GREGORIA,3
GREGORY,3
GRETA ANNA,3
GUENDA,3
GUERINO,3
GURJIT,3
HAFIDA,3
HAJAR,3
HAKIMA,3
HALYNA,3
HAYAT,3
HICHAM,3
IBRA,3
IDRISSA,3
IGINO,3
IKRAM,3
ILDE,3
ILIANA,3
ILIR,3
ILVA,3
INA,3
INES MARIA,3
IOANNA,3
ION,3
IONELA,3
IPPAZIO,3
ITALA,3
IVA,3
IVO,3
JACOPO MARIA,3
JACQUELINE,3
JAN,3
JANET,3
JASMINA,3
JASON,3
JAYSON,3
JENNY,3
JING,3
JLENIA,3
JOLANDA,3
KARIM,3
KAROL,3
KASTRIOT,3
KENNETH,3
KUMRIJA,3
LAKHWINDER,3
LAMBERTO,3
LARISA,3
LAZZARO,3
LELIA,3
LEONARD,3
LEONILDA,3
LEONZIO,3
LETIZIA MARIA,3
LIBERATA,3
LIRI,3
LORENZINO,3
LUCA ANTONIO,3
LUCIA ROSARIA,3
LUIGI SALVATORE,3
LUMINITA,3
LYDIA,3
LYUBOV,3
LYUDMYLA,3
MAGATTE,3
MAHENDRA KUMAR,3
MAIMOUNA,3
MAME BALLA,3
MANOJ KUMAR,3
MANRICO,3
MANSOUR,3
MARCO GIOVANNI,3
MARCO MARIA,3
MARIA ADRIANA,3
MARIA AGATA,3
MARIA ALESSANDRA,3
MARIA ANGELICA,3
MARIA AURORA,3
MARIA BARBARA,3
MARIA CONSOLATA,3
MARIA COSIMA,3
MARIA DEL CARMEN,3
MARIA DILETTA,3
MARIA ELEONORA,3
MARIA IRENE,3
MARIA ISABELLA,3
MARIA LORENZA,3
MARIA LUCREZIA,3
MARIA MICHELA,3
MARIA NICETA,3
MARIA OLGA,3
MARIA ORONZA,3
MARIA PASQUALINA,3
MARIA RACHELE,3
MARIA REGINA,3
MARIA RENATA,3
MARIA ROSALBA,3
MARIA SANTINA,3
MARIA SARA,3
MARIAELENA,3
MARIAFRANCESCA,3
MARIAGIULIA,3
MARIALETIZIA,3
MARIANNINA,3
MARILENE,3
MARINELA,3
MARIOARA,3
MARISOL,3
MARISSA,3
MARIUCCIA,3
MARJANA,3
MARK,3
MARKO,3
MARLYN,3
MARTHA,3
MARTINA ANDREA,3
MASSIMO ANTONIO,3
MATILDE MARIA,3
MATTEO GIUSEPPE,3
MAURILIO,3
MEGI,3
MEHDI,3
MEISSA,3
MERY,3
MICHELE ANTONIO,3
MICHELE MARIA,3
MIMMO,3
MIN,3
MOIRA,3
MORGAN,3
MOURAD,3
MUSTAFA,3
MUSTAPHA,3
NAIMA,3
NANCY,3
NELSON,3
NEVE,3
NICOLO' ANTONIO,3
NICOLO' GIUSEPPE,3
NICOLO' PIO,3
NOEMY,3
OKSANA,3
OLENA,3
OLIVIA,3
OLIVIER,3
OLSI,3
ONOFRIO,3
ORONZA GIOVANNA,3
ORONZINO,3
ORONZO ANTONIO,3
OSVALDA,3
OUSSEYNOU,3
PAOLA GIOVANNA,3
PAOLO FRANCESCO,3
PAOLO LUIGI,3
PAOLO PIETRO,3
PASQUALE ANTONIO,3
PATRICIA,3
PAUL,3
PAULA,3
PIERDOMENICO,3
PIERGIUSEPPE,3
PIETRO GIUSEPPE,3
PINO,3
PIO,3
POMPEA,3
PRANVERA,3
PROVVIDENZA,3
RACHELE MARIA,3
RAFAEL,3
RAJ,3
RAKESH KUMAR,3
RAMESH,3
RANA,3
RANIERO,3
RICCARDO ANTONIO,3
RIO,3
RITA CONCETTA,3
ROBERTINO,3
ROCCHETTA,3
ROCCO LUIGI,3
ROCCO ROBERTO,3
ROMINA ANNA,3
ROSALINA,3
ROSARIO ANTONIO,3
ROSELLINA,3
ROSEMARIE,3
ROSI,3
ROVENA,3
ROWENA,3
SAADIA,3
SACHA,3
SALVATORE GIUSEPPE,3
SALVATRICE,3
SAMBA,3
SANJAY,3
SANTA MARIA,3
SASHA,3
SASIKUMAR,3
SAUL,3
SERGIO MARIA,3
SERIGNE FALLOU,3
SERIGNE MBACKE,3
SERVETA,3
SETTIMIA,3
SIGISMONDO,3
SILVANA MARIA,3
SIMONE ANTONIO,3
SIVAKUMAR,3
SOUAD,3
STEFAN,3
STEFANO ANTONIO,3
STELLA MARIA,3
STELLINA,3
STELVIO,3
STEPHEN,3
SUAD,3
SUAMI,3
SURENDER,3
SURESH KUMAR,3
SUTHARSAN,3
SYLVIA,3
TALLA,3
TANCREDI,3
TARCISIO,3
TEOBALDO,3
THIAGO,3
TITO,3
TOMMASO MARIA,3
TOMMASO RAFFAELE,3
TONI,3
ULDERICO,3
URSULA,3
VALERIA MARIA,3
VALERIANO,3
VALERIO ANTONIO,3
VENERE,3
VINCENZINA,3
VINCENZO MARIA,3
VINCENZO SALVATORE,3
VIOLETTA,3
VIRGINIO,3
VITTORIANO,3
XENIA,3
YLLI,3
YOUSSEF,3
ZAMIRA,3
ZINEB,3
ABABACAR,2
ABBAS,2
ABDELGHANI,2
ABDELHAK,2
ABDELMAJID,2
ABDOU AZIZ,2
ABDOUL,2
ACATEMERA,2
ADDOLORATA ANNA,2
ADNAN,2
ADUA,2
AGNESE CARLA,2
AGNIESZKA MARIA,2
AGOSTINA,2
AGUSTIN,2
AKILAN,2
ALAM,2
ALAMGIR,2
ALBANA,2
ALBERICO,2
ALBERINDO,2
ALBERTO FRANCESCO,2
ALBERTO PAOLO,2
ALDO ANTONIO,2
ALE,2
ALEKSANDER,2
ALEM,2
ALEN,2
ALENA,2
ALESSANDRINA,2
ALESSANDRO GIOVANNI,2
ALESSIO ANTONIO,2
ALEXANDRU,2
ALFONSA,2
ALFRED,2
ALFREDA,2
ALINA-MARIANA,2
ALIOUNE BADARA,2
ALISA,2
ALISIA,2
ALMEDINA,2
ALTAGRAZIA,2
ALVISE,2
ALY,2
AMARILDA,2
AMELIA ANNA,2
AMETH,2
AMIN,2
AMIRA,2
AMOS,2
ANA CLAUDIA,2
ANA PAULA,2
ANA-MARIA,2
ANCA,2
ANDRE',2
ANDREA CHIARA,2
ANDREA DOMENICO,2
ANDREA GIORGIO,2
ANETA,2
ANGEL,2
ANGELA CARMELA,2
ANGELA ROSA,2
ANGELICA ANNA,2
ANGELO ANDREA,2
ANGELO FRANCESCO,2
ANICETA,2
ANNA ADELE,2
ANNA CARMEN,2
ANNA CECILIA,2
ANNA CESARIA,2
ANNA CONSIGLIA,2
ANNA COSIMA,2
ANNA DANIELA,2
ANNA DARIA,2
ANNA DOMENICA,2
ANNA FAUSTINA,2
ANNA FERNANDA,2
ANNA FILOMENA,2
ANNA FRANCA,2
ANNA GIOVANNA,2
ANNA IMMACOLATA,2
ANNA INES,2
ANNA LEILA,2
ANNA LIBERATA,2
ANNA LUCIANA,2
ANNA MARIA CRISTINA,2
ANNA MARIA GABRIELLA,2
ANNA MARIA GRAZIA,2
ANNA MARIA RITA,2
ANNA MARIKA,2
ANNA MARINELLA,2
ANNA NUNZIA,2
ANNA PIERA,2
ANNA PINA,2
ANNA RINA,2
ANNA ROBERTA,2
ANNA ROMANA,2
ANNA ROMINA,2
ANNA SABRINA,2
ANNA SILVANA,2
ANNA SIMONA,2
ANNA SOFIA,2
ANNA STEFANIA,2
ANNA VERA,2
ANNA VINCENZA,2
ANNA VITA,2
ANNA VITTORIA,2
ANNAMARIA RITA,2
ANNAPINA,2
ANNATONIA,2
ANNUNZIATA MARIA,2
ANOJA DILHANI,2
ANSAR,2
ANTON,2
ANTONELA,2
ANTONIA CARMELA,2
ANTONIA LUIGIA,2
ANTONIA RITA,2
ANTONIA ROSARIA,2
ANTONIA VITA,2
ANTONIETTA ANNA,2
ANTONIO BIAGIO,2
ANTONIO CARMINE,2
ANTONIO CESARIO,2
ANTONIO DAVIDE,2
ANTONIO LORENZO,2
ANTONIO LUCA,2
ANTONIO LUCIO,2
ANTONIO MICHELE,2
ANTONIO ORONZO,2
ANTONIO REALINO,2
ANTONIO UMBERTO,2
ANTONY,2
ANUSHKA,2
ANXHELA,2
ANXHELO,2
AOMAR,2
ARABELLA,2
ARAMIS,2
ARCHIMEDE,2
ARDIAN,2
ARIOSTO,2
ARON,2
ARQILE,2
ARTHUR,2
ASIA CHIARA,2
ASIA MARIA,2
ASMAA,2
ASSIA,2
ASSUNTA MARIA,2
ASSUNTA MARINA,2
AURICA,2
AURORA PIA,2
AUSILIA,2
AUSTIN,2
AYESHA,2
AZZURRA CHIARA,2
AZZURRA MARIA,2
BABU LAL,2
BADR,2
BAJRAM,2
BALAKUMAR,2
BALDINA,2
BALJINDER,2
BALJIT,2
BALWINDER,2
BANUSHA,2
BARBARA EWA,2
BARBARA FRANCESCA,2
BATTISTA,2
BEATRICE ANNA,2
BEATRICE MARIA,2
BEKIM,2
BELINDA,2
BENFIK,2
BENITO ANTONIO,2
BERENICE,2
BERNARDO,2
BESLIM,2
BETTINA,2
BETTY,2
BIAGIO ANTONIO,2
BIANCA ROSA,2
BLANCA,2
BONAVENTURA,2
BOUBOU,2
BRANDO,2
BRIGITTA,2
BRIZIA,2
BRUNILDA,2
BURHAN,2
CAMILA,2
CAMILLA MARIA,2
CANDELORA,2
CARINA,2
CARLO DOMENICO,2
CARLO FELICE,2
CARLO GIOVANNI,2
CARLO ORONZO,2
CARLO SALVATORE,2
CARLOTTA MARIA,2
CARMELA ANTONIA,2
CARMINE ANTONIO,2
CARMINE TOMMASO,2
CAROL,2
CAROLA MARIA,2
CAROLINA ANNA,2
CATALDA,2
CATALDINA,2
CATALINA,2
CATERINA CHIARA,2
CATERINA LUCIA,2
CELESTE MARIA,2
CELESTINO,2
CELSO,2
CESARE AUGUSTO,2
CESARE LUIGI,2
CESARIO GIOVANNI,2
CHANDRA PRAKASH,2
CHANEL,2
CHARLES,2
CHEIKH TIDIANE,2
CHEIKHOU,2
CHIARA ANNA,2
CHIARA ELENA,2
CHIARA PIA,2
CHRISTIAN PIO,2
CHRISTIANE,2
CHRISTINE,2
CINZIA MARIA,2
CIPRIAN,2
CLAUDIO GIUSEPPE,2
CLEOFE,2
COLOMBA,2
CONCETTA ASSUNTA,2
CONCETTA IMMACOLATA,2
CONCETTO,2
CONSIGLIO,2
CONSOLATA,2
CONSTANTIN,2
CORDELIA,2
CORINNA,2
CORRADINA,2
COSIMA ANTONIA,2
COSIMINO,2
COSIMO GIOVANNI,2
COSIMO LUIGI,2
COSIMO SERGIO,2
COSMO,2
COSTANZO,2
COSTINA,2
CRESCENZA,2
CRISTAL MARIA,2
CRISTIAN ANTONIO,2
CRISTIAN LUIGI,2
CRISTIANO ANTONIO,2
CRISTINA ANNA,2
CRISTINA-CORINA,2
DAIANA,2
DAILA,2
DAJANA,2
DAMIANA COSIMA,2
DAN,2
DANA,2
DANIELA FRANCESCA,2
DANIELA ROSARIA,2
DANIELE ANTONIO,2
DANIELE GIUSEPPE,2
DANIELLA,2
DANILO ANTONIO,2
DANILO GIUSEPPE,2
DANILO MARIA,2
DAOUDA,2
DAPHNE,2
DARIO CARMELO,2
DARSHAN,2
DAVIDE ANTONIO,2
DAWID,2
DECIMO,2
DEIANIRA,2
DELIZIA,2
DEMBA,2
DEMETRA,2
DEMIS,2
DENISA,2
DESIDERIA,2
DILETTA LUCIA,2
DIMITRI,2
DIONIGI,2
DIONISIO,2
DISMA,2
DIVINA,2
DIVYA,2
DJILY,2
DOMITILLA,2
DONALD,2
DONATA MARIA,2
DONATELLA BARBARA,2
DONATO GIUSEPPE,2
DONATO PASQUALE,2
DONATO SALVATORE,2
DORIAN,2
DORJAN,2
DOROTA MARIA,2
DORU,2
DRISS,2
DUILIA,2
DULCE,2
EDI,2
EDIN,2
EDLIRA,2
EDUARD,2
EFREM,2
EGISTO,2
ELENA CHIARA,2
ELENA CRISTINA,2
ELENA PIA,2
ELENA ROSA,2
ELENA SOFIA,2
ELENA VITTORIA,2
ELEONORA LUCIA,2
ELHADJI,2
ELHADJI MALICK,2
ELIANO,2
ELIAS,2
ELIGIA,2
ELIGIO,2
ELIMANE,2
ELIO GIUSEPPE,2
ELIOENAI,2
ELIS,2
ELISA ANGELA,2
ELISA ASSUNTA,2
ELISA MARIA,2
ELISE,2
ELISENA,2
ELIZABETH,2
ELMAS,2
ELMAZA,2
ELTON,2
ELVIA,2
ELVIRA MARIA,2
EMANUELE ALESSANDRO,2
EMANUELE MARIA,2
EMILIA MARIA,2
EMMA SOFIA,2
EMMANUELE,2
EMRA,2
ENERJETA,2
ENIO,2
ENISA,2
ENNIO MARIA,2
ENRICO PAOLO,2
EOLO,2
EPIFANIO,2
ERALDO,2
ERGYS,2
ERIK,2
ERMAL,2
ERMELINDO,2
ERNESTINA,2
ERNESTO LUCA,2
ERSILIO,2
ESPERIA,2
ESTHER,2
EULALIA,2
EUPREMIO,2
EUSEBIO,2
EUSTACHIO,2
EVA MARIA,2
EVANGELINE,2
EVARISTO,2
FABIA,2
FABIA ANNA,2
FABIO CRISTIAN,2
FABIO GIUSEPPE,2
FADILJ,2
FARIDA,2
FARUK,2
FATIMA MARIA,2
FATIMA ZAHRA,2
FATOS,2
FAVOUR,2
FEDERICO FRANCESCO,2
FEDERICO GIOVANNI,2
FEDERICO MICHELE,2
FEDERICO PIO,2
FERNANDA ANTONIA,2
FERNANDO ORONZO,2
FERNANDO SALVATORE,2
FETIE,2
FIAMMA,2
FIDALMA,2
FILIBERTO,2
FILIPPO GIACOMO,2
FILIPPO ROSARIO,2
FINIMUNDA,2
FIORENTINO,2
FITIM,2
FJONA,2
FLAMUR,2
FLOAREA,2
FLORIKA,2
FLORINA,2
FLORINDA,2
FLORINDO,2
FRANCA MARCELLA,2
FRANCESCA BENEDETTA,2
FRANCESCA CLARA,2
FRANCESCA RITA,2
FRANCESCA SERENA,2
FRANCESCA SOFIA,2
FRANCESCHINA,2
FRANCESCO ANDREA,2
FRANCESCO DOMENICO,2
FRANCESCO GIORGIO,2
FRANCESCO JUNIOR,2
FRANCESCO TOMMASO,2
FRANCESCO VINCENZO,2
FRANCESCO YARI,2
FRANCHINA,2
FRANCISCA,2
FRANK,2
FRIDA,2
FRIDAY,2
FUTURA,2
GABRIELE ALDO,2
GABRIELE VINCENZO,2
GABRIELLA ASSUNTA,2
GABRIELLA MARIA,2
GAETANINA,2
GAETANO ANTONIO,2
GAIA SARA,2
GAYATHRI,2
GELSOMINA,2
GENCI,2
GENEROSO,2
GENNARINA,2
GENNARO MARIA,2
GEORGE,2
GEORGIANA,2
GESSYCA,2
GETA,2
GHEORGHE,2
GHERARDO,2
GIACINTA,2
GIACOMA,2
GIACOMO MARIA,2
GIADA ANNA,2
GIAMPAOLA,2
GIAMPIETRO,2
GIAN MARIA,2
GIAN PIETRO,2
GIANANDREA,2
GIANFILIPPO,2
GIANMATTIA,2
GIANPIETRO,2
GIFT,2
GIGI,2
GILBERT,2
GIORGIA ANDREA,2
GIORGIA CHIARA,2
GIORGIO GIOVANNI,2
GIOVAN BATTISTA,2
GIOVANNA ANTONIA,2
GIOVANNA CHIARA,2
GIOVANNI AUGUSTO,2
GIOVANNI CARMELO,2
GIOVANNI GABRIELE,2
GIOVANNI GAETANO,2
GIOVANNI GIUSEPPE,2
GIOVANNI LUIGI,2
GIOVANNI ORONZO,2
GIOVANNI PASQUALE,2
GIOVANNI PIO,2
GIULIA ELENA,2
GIULIANA MARIA,2
GIULIO FRANCESCO,2
GIULIO GIUSEPPE,2
GIUSEPPA ANTONIA,2
GIUSEPPA CRISTINA,2
GIUSEPPA DOMENICA,2
GIUSEPPA MARIA,2
GIUSEPPA RITA,2
GIUSEPPE ANDREA,2
GIUSEPPE BRUNO,2
GIUSEPPE CESARIO,2
GIUSEPPE COSIMO,2
GIUSEPPE DOMENICO,2
GIUSEPPE EMILIO,2
GIUSEPPE FRANCO,2
GIUSEPPE PIETRO,2
GIUSEPPE PIO,2
GIUSEPPE RAFFAELE,2
GIUSEPPE UMBERTO,2
GIUSEPPE VINCENZO,2
GIUSEPPINA ANNA,2
GIUSEPPINA RITA,2
GLECY,2
GOPAL RAM,2
GOWTHAMAN,2
GRAZIA CHIARA,2
GRAZIA RITA,2
GRAZIANTONIO,2
HAJRIJE,2
HAMADY,2
HAMZA,2
HANNA,2
HARDEEP,2
HARMEET,2
HAROON,2
HARPAL,2
HAYDEE,2
HELEN,2
HELGA,2
HENRIQUE,2
HRISTINA GEORGIEVA,2
HUSSAIN,2
IBOU,2
IDA MARIA,2
ILIA,2
IMER,2
IMMA,2
IMMACOLATA MARIA,2
INDERJEET,2
IONEL,2
IPPAZIO ANTONIO,2
IRENE MARIA,2
IRMA MARIA,2
ISAAC,2
ISAIA,2
ISMAEL,2
ISMAELA,2
IULIA,2
IVAN GIOVANNI,2
IVANKA,2
IWONA,2
JAMES,2
JARI,2
JASVIR,2
JAZE,2
JEGATHEESWARAN,2
JETMIR,2
JEYAKUMAR,2
JIANHUA,2
JOAN,2
JOHN JAIRO,2
JOLANTA BARBARA,2
JONA,2
JONAS,2
JONIDA,2
JOSE' CARLOS,2
JOSE' MARIA,2
JOSEFA,2
JOSELITO,2
JOSEPHINE,2
JUAN CARLOS,2
JULIAN,2
JULIANA,2
JULIE,2
JULIUS,2
JUNA,2
JURY,2
JUSTIN,2
KAILASH CHAND,2
KANWALJIT,2
KAREN,2
KARIN,2
KAROLA,2
KATERINA,2
KATJA,2
KHADDOUJ,2
KHALIFA ABABACAR,2
KHALIL,2
KIRUPAKARAN,2
KISHAN,2
KLAUDJO,2
KLEVIS,2
KLODIAN,2
KONSTANTINOS,2
KOZETA,2
KRISTINA,2
KULDEEP,2
KUMARAKULASINGAM,2
LACRAMIOARA,2
LAKHVINDER,2
LATIFA,2
LAURA ADDOLORATA,2
LAURA LUCIA,2
LAURA ROSA,2
LAUREN,2
LAURETA,2
LEDIA,2
LELIO,2
LENA,2
LEONARDANTONIO,2
LEONARDO ANTONIO,2
LEONARDO VITO,2
LEONELLO,2
LEONILDE,2
LEONOR,2
LIAM,2
LIBERA,2
LIDIA MARIA,2
LIGOR,2
LILIAN,2
LILIANA MARIA,2
LILJANA,2
LISETTA,2
LIUDMILA,2
LIVIO ANTONIO,2
LIZE,2
LJUMTURJE,2
LORENZINA,2
LORENZO BRUNO,2
LORENZO GIUSEPPE,2
LORENZO MATTIA,2
LORI,2
LOUIS,2
LOVETH,2
LUAN,2
LUCA ANDREA,2
LUCA MARIA,2
LUCA VITO,2
LUCAS,2
LUCETTA,2
LUCIA ANTONELLA,2
LUCIA FRANCESCA,2
LUCIA GRAZIA,2
LUCIA LUANA,2
LUCIA RITA,2
LUCIA SONIA,2
LUCIA TERESA,2
LUCIANNA,2
LUCICA,2
LUCIETTA,2
LUCIO ANTONIO,2
LUIGI EMANUELE,2
LUIGI GIORGIO,2
LUIGI PIO,2
LUIGI ROSARIO,2
LUIGI VINCENZO,2
LUIGI VITTORIO,2
LUIGIA RITA,2
LUIZA,2
LULJETA,2
MADELINE,2
MADIA,2
MADIHA,2
MAGDALINE,2
MAGUETTE,2
MAHALINGAM,2
MAIDA,2
MAILA,2
MAIRA,2
MAJA,2
MAKHOUDIA,2
MALANG,2
MALCOLM,2
MAME DIARRA,2
MANDEEP,2
MANFREDI,2
MANFREDO,2
MANLIO,2
MANOJ,2
MARCELLINA,2
MARCELLINE,2
MARCELLO ANTONIO,2
MARCO ANGELO,2
MARCO COSIMO,2
MARCO FRANCESCO,2
MARCO LUIGI,2
MARCO SALVATORE,2
MARCO VALERIO,2
MAREME,2
MARGARITA,2
MARGOT,2
MARIA ADA,2
MARIA ANNITA,2
MARIA ARCONA,2
MARIA AUGUSTA,2
MARIA AUSILIA,2
MARIA BICE,2
MARIA BRIGIDA,2
MARIA BRUNA,2
MARIA CAROLA,2
MARIA CLARA,2
MARIA CLORINDA,2
MARIA DEBORA,2
MARIA EDDA,2
MARIA EMANUELA,2
MARIA EMILIA,2
MARIA ENZA,2
MARIA ESTER,2
MARIA EVA,2
MARIA FERNANDA,2
MARIA FIORELLA,2
MARIA FLORA,2
MARIA GAETANA,2
MARIA GINEVRA,2
MARIA IDA,2
MARIA INES,2
MARIA IOSE',2
MARIA ITALIA,2
MARIA LORENA,2
MARIA MAGDALENA,2
MARIA MARCELLA,2
MARIA MARTINA,2
MARIA MERCEDES,2
MARIA MICHELINA,2
MARIA NICOLA,2
MARIA NICOLETTA,2
MARIA NICOLINA,2
MARIA PIERA,2
MARIA POMPEA,2
MARIA PROVVIDENZA,2
MARIA ROSARIA ANNA,2
MARIA ROSELLA,2
MARIA ROSSANA,2
MARIA SABINA,2
MARIA SABRINA,2
MARIA SANDRA,2
MARIA TERESA ROSARIA,2
MARIA VANNA,2
MARIALUCE,2
MARIALUDOVICA,2
MARIAN,2
MARIANNA PAOLA,2
MARIASOFIA,2
MARIASTELLA,2
MARIATINA,2
MARIBEL,2
MARICLA,2
MARIE ANGELE,2
MARIE ODETTE,2
MARIELENA,2
MARIETOU,2
MARIGRAZIA,2
MARILIA,2
MARILIANA,2
MARILISA,2
MARIN,2
MARINA MARIA,2
MARIO BIAGIO,2
MARIO CLAUDIO,2
MARIO SALVATORE,2
MARISA ANNA,2
MARITESS,2
MARIUS,2
MARIVEL,2
MARJETA,2
MARTA FRANCESCA,2
MARTA MARIA,2
MARTINA ANNA,2
MARTINA GIUSEPPINA,2
MARTINA MARIA PIA,2
MARVIN,2
MARY ANN,2
MARY JANE,2
MARZIANO,2
MASSE,2
MASSIMINA,2
MASSIMINO,2
MASSIMO FRANCESCO,2
MASSIMO GIUSEPPE,2
MASSIMO VINCENZO,2
MATHIAS,2
MATTEO ATTILIO,2
MATTEO FRANCESCO,2
MATTEO PIETRO,2
MATTEO PIO,2
MATTHEW,2
MATTHIAS,2
MATTIA ANGELO,2
MATTIA ROBERTO,2
MAURIZIO ANTONIO,2
MAURIZIO GIUSEPPE,2
MAURO ANTONIO,2
MAURO LUIGI,2
MAXIMILIAN,2
MAXIMILIANO,2
MAYURAN,2
MBABA,2
MELANY,2
MELINDA,2
MELITA,2
MERCEDE,2
MERITA,2
MICHAEL ANTONIO,2
MICHAEL DOMENICO,2
MICHELANGELA,2
MICHELE ALESSANDRO,2
MICHELE ANDREA,2
MICHELE ANGELO,2
MICHELE GIUSEPPE,2
MICHELINO,2
MICKAEL,2
MIGUEL,2
MIGUEL ANGEL,2
MIHAI,2
MILA,2
MING,2
MIRA,2
MIRIAM FRANCESCA,2
MIRKO GIUSEPPE,2
MJRIAM,2
MONJA,2
MONYA,2
MOSE',2
MOUHAMADOU MOUSTAPHA,2
MOUHAMETH,2
MOUNIR,2
MUHAMET,2
MUKESH KUMAR,2
MUSA,2
MYA,2
NAFISSATOU,2
NAGULESWARAN,2
NAIKE,2
NAIM,2
NAJADA,2
NAJAT,2
NAND KISHOR,2
NARGIS,2
NASER,2
NATALIYA,2
NAVEED,2
NAZARENO,2
NDEYE KHADY,2
NDEYE MATY,2
NDIAME,2
NDIEME,2
NELI,2
NELLY,2
NEREO,2
NERITAN,2
NERTILA,2
NICCOLO' ANTONIO,2
NICCOLO' MARIA,2
NICE,2
NICLA,2
NICOLA FRANCESCO,2
NICOLA GIOVANNI,2
NICOLA MARIA,2
NICOLAE,2
NICOLE GIULIA,2
NICULINA,2
NICUSOR,2
NIKITA,2
NIKOLAOS,2
NIKOLLAQ,2
NISO,2
NOEMI MARIA,2
NOEMIA,2
NOGAYE,2
NOORULLAH,2
NORA,2
NOVELLA,2
NURIA,2
NUSRAT,2
OANA,2
ODETTE,2
ODILIA,2
OFELIA,2
OLHA,2
OLINDO,2
ONEDA,2
ONELIA,2
ONORINA,2
ORNELA,2
ORONZA ALESSANDRA,2
ORONZA MARIA,2
ORONZO FRANCESCO,2
ORONZO MARCELLO,2
ORONZO NICOLA,2
ORONZO RAFFAELE,2
OSMAN,2
OTTAVIANO,2
OTTORINA,2
OVIDIO,2
OXANA,2
PABLO,2
PACE,2
PAOLA FRANCESCA,2
PAOLA ROSA,2
PAOLO COSIMO,2
PAOLO GIOVANNI,2
PAOLO MARIA,2
PAOLO MARIO,2
PAOLO ROBERTO,2
PAOLO SALVATORE,2
PAPA ALIOUNE,2
PAPA GAYE,2
PAPE,2
PASQUALE LUIGI,2
PATRIZIA RITA,2
PAWAN,2
PAWAN KUMAR,2
PEDRO HENRIQUE,2
PEPPINO,2
PERLA,2
PETRIT,2
PETRONILLA,2
PIER ANDREA,2
PIER CARLO,2
PIER GIUSEPPE,2
PIERA ANGELA,2
PIERA PAOLA,2
PIERDAVIDE,2
PIERLUCA,2
PIERMARIO,2
PIERO FRANCESCO,2
PIERPAOLA,2
PIERVINCENZO,2
PIERVITO,2
PIETRINO,2
PIETRO LEONARDO,2
PIETRO SALVATORE,2
PINUCCIA,2
PIRATHEEP,2
PIRATHEEPAN,2
PIRO,2
PLINIO,2
PRATHEEPAN,2
PRATHEES,2
PRAVEEN,2
PROMISE,2
QASIM,2
RACHELA,2
RAFFAELE ANTONIO,2
RAFFAELLA MARIA,2
RAHMAT,2
RAHUL,2
RAISSA,2
RAJESH,2
RAJINI,2
RALF,2
RAOUL,2
RAPHAEL,2
RAQUEL,2
RAUL,2
RAZA,2
REMZIJA,2
